Nitrogen,Phosphorus,Potassium
68.91048571,59.79472105,17.39405498
19.61848008,72.54905459,36.49428192
59.5825166,60.78571404,24.55769275
72.14154622,31.83784421,49.47425708
55.75531339,14.96706569,79.29017195
57.79570383,5.311006213,89.1802351
56.962993,37.29557626,56.99318413
71.09690471,13.73069244,76.26754217
69.58720443,60.68341757,27.96771369
94.55072703,32.83578514,42.42320033
116.9326286,47.90859576,15.15729841
99.34695952,24.80294801,51.27680062
107.0527482,55.626551,15.0615999
75.30239994,65.07345259,26.19066118
119.6214424,54.75774424,10.960057
22.22522027,45.71960764,84.61025284
72.70647772,62.25593376,34.55014006
34.92482579,75.64440109,43.74820084
55.22564299,37.15583642,74.22353971
89.47560596,58.94821497,31.22892393
118.4376173,18.16477021,56.91716669
52.10562027,48.89841215,68.25035017
76.42370156,33.79340554,70.46105358
42.92298913,70.09075109,52.76128036
90.32197983,20.41215146,78.05818637
60.92593838,26.32078665,90.27771954
86.12668106,14.15389917,90.24414256
105.4973565,46.02731487,44.11440186
140.3132869,31.4606954,39.90868237
101.8530745,38.04464086,58.39463266
108.3775387,36.5261638,57.00970413
93.12595912,32.3424102,72.8718838
21.62195487,85.36935328,62.9915316
56.20023238,63.49927658,64.20614302
75.83428193,35.28215164,83.825411
107.0671429,59.96418712,37.69377233
127.8796326,17.19937575,72.31141644
16.81577078,66.41293135,91.36850801
135.2798396,12.78255826,75.63565019
72.9647459,88.99574045,32.96890905
106.9803106,81.50689494,21.60249046
52.65309948,79.70329236,57.8125916
50.8156445,83.36399869,56.20975331
123.5621092,53.57729759,44.35638196
103.3179922,71.77674448,38.0545405
58.46876008,46.84421761,93.62805128
134.3571586,41.80958548,54.33781637
127.2688512,59.15233263,41.31999043
48.01016252,62.37825694,89.51914002
115.8067187,85.9282831,22.33724962
125.672462,34.32104393,73.80975164
131.2694504,77.34508065,25.54224342
83.09293434,46.94983848,90.76386572
111.2396017,32.77396191,89.05817065
137.5444136,42.56145513,65.20951089
32.35294771,72.75211521,99.32627461
117.7361002,30.73131884,92.58901657
127.2136099,35.51422086,85.4100753
99.9655608,46.48879046,91.92384543
129.9508925,38.81569185,84.75346574
108.924544,87.69569422,46.62365246
115.7902429,64.1409545,71.51033931
113.8698963,70.59173027,68.55155054
123.1758335,43.82752351,93.08924943
116.3309522,80.1260065,61.57294657
117.4040777,84.88099561,59.81650147
99.50550425,73.44754591,88.04014035
137.8186273,89.39959836,49.57209336
71.37207275,88.4028751,95.97010479
139.7155875,85.80667745,62.22695708
101.159235,86.07816136,91.41610744
122.3851464,81.55015047,94.13844859
142.706756,88.95593001,96.1266836
17.34564064,9.59780028,10.81467317
19.21906314,23.87913491,16.967427
33.0973897,8.197942068,32.66870173
42.24794804,13.80515689,26.03240823
56.07923819,9.826478733,28.00513886
24.61959235,44.86134053,13.09650341
18.54715206,14.70273363,54.03031659
80.02309027,8.747247046,25.07724558
65.98639641,24.86471265,19.2192121
8.860404924,37.85117008,43.36367597
18.2862611,20.05169542,60.99971591
44.64873105,45.40072506,17.56600144
17.63506772,6.585292601,78.74151072
56.77238654,32.48161569,29.50911973
15.71213833,51.17409845,37.11880488
15.54743716,67.85681592,22.7724371
66.56521617,13.60707962,50.85986641
72.24494918,5.107899232,58.63368013
35.68970012,55.63113564,26.67370042
136.8101252,11.50035567,14.27572692
87.04082699,44.08682994,11.56997019
39.13988376,29.08496039,58.95223012
27.29672531,49.62576235,45.95703367
15.55401902,83.08834239,21.82045781
30.46398735,12.12326554,86.84016348
65.10735628,50.16362813,27.41523378
123.1483743,24.47207031,21.00061555
36.40848115,17.41831086,82.72273088
85.59742608,25.63131819,47.55987166
14.17773308,29.20050145,87.33122663
22.66140992,60.71472004,50.96409737
140.378796,18.15246904,24.38248675
34.60935998,32.03824897,73.83522707
9.54465717,89.18540094,32.84660141
128.9343665,37.12415018,13.44076584
108.3323175,45.73452573,19.43485007
63.12555402,30.69501589,64.86491546
17.72128679,80.77780111,42.74086956
31.72981933,42.01105343,72.99418648
72.84505262,19.80609768,74.21067363
124.4710389,48.5637363,12.42767816
16.85052797,69.94068646,59.813399
16.30584398,43.07880092,87.55383973
70.07703836,58.37394257,41.6457194
66.86178678,52.62737488,50.62615431
50.45290682,52.62801187,61.12661111
70.06299782,59.29245095,44.31718691
10.83083375,89.65239789,51.21276957
124.5521519,7.606862469,67.76338247
26.51470174,62.91740413,69.86949845
93.89515661,42.30297957,52.74563537
55.33182674,46.13310351,71.88571455
75.32465831,30.42693267,77.9796191
144.1196863,41.99346937,24.06481914
106.8608008,26.81383372,66.39457154
47.09293953,29.37359614,99.60539937
146.1253824,34.36939536,34.30848629
143.5561082,14.21071347,59.60782793
121.3374608,21.87354734,66.76277001
43.78001236,46.79041995,87.79682438
59.36056793,33.01234035,95.09440419
36.42151093,62.59262879,78.20740435
69.68538965,68.6247299,55.40747918
122.8399582,25.7213674,67.94250922
22.78853522,83.31443644,69.80973845
32.47002819,85.60155382,63.1703008
82.45349087,51.74905104,68.44938914
80.65305374,52.06068477,70.01973103
80.84221775,59.53492282,64.54383763
68.50321367,62.99592769,69.24750911
134.2803556,6.13824205,90.0668388
116.6548417,19.92544167,88.00209619
94.62059506,58.05751171,64.18426993
87.55998808,58.60139087,68.80433429
38.45011086,85.00759071,71.86730191
115.3745257,38.03885547,74.95996447
85.78882812,88.99745957,43.27469259
115.5253059,34.41630006,81.84724767
94.03142598,79.68146723,51.8434426
132.3851123,18.34800198,92.27430513
84.37939498,68.45401765,71.429734
135.3974367,54.21379036,56.81307489
128.9699942,78.78082497,36.89634938
80.5471492,58.26439514,88.88061786
119.6133675,54.53659389,69.96117354
105.7948454,51.05100109,83.17456887
117.3004121,67.04078434,62.65675839
89.1027978,76.19146131,72.37530592
137.1572293,40.79873506,79.63627455
133.4499532,37.30757779,88.59242537
86.84926967,57.26782745,99.93636237
138.8097605,79.97374316,48.02982581
135.1303423,68.92582889,63.93250833
127.018951,63.84803334,77.06961047
118.4293768,74.49523958,73.91056584
112.4877583,77.08551407,78.90157971
96.02369985,81.1986773,89.10793737
133.3787645,71.12359441,82.65503396
116.452615,88.71606996,84.26369317
148.4586078,83.98642547,89.80216397
11.2529159,5.456213075,11.90401414
41.55787782,5.980526934,21.22490951
8.086073517,30.41350527,24.81415653
25.8668889,33.73534724,19.17764884
19.42456087,45.53287003,14.17618772
77.25758516,6.377320104,24.56114209
26.49920851,12.13003613,53.30147
81.43796162,22.79548236,11.26913593
11.49104853,18.77080109,61.39403223
62.68520489,12.15168856,38.81388291
61.36463201,19.07852336,35.32864422
13.08553092,48.35985166,36.09811836
10.06974019,14.26068423,77.13706533
16.59057034,53.30351512,32.75744704
48.52629631,45.1231707,23.7218492
32.73116814,63.75264636,16.72996992
28.35769681,29.23807536,57.93795737
64.35440184,21.89931529,44.66494979
17.17432229,40.74971483,56.24225067
76.90584281,25.22187142,36.73247069
20.86259398,55.92012699,39.74608583
24.60929275,66.2899109,28.99435602
61.87277619,10.57750463,66.2845059
88.2588429,29.80240944,31.35293094
96.8204111,42.00129319,15.0590827
46.52365846,25.79156778,64.55249773
36.85137295,19.96458764,78.52431435
48.85143084,59.50932717,29.77689887
44.34217658,73.78087961,20.05101172
49.96395477,16.96187087,77.48671452
33.23343161,13.46776402,94.16987364
78.87425462,25.86108341,52.89867089
34.64898998,67.30169077,37.19009184
48.03690129,37.76370224,62.1485644
127.8790472,29.13733031,22.30112031
100.6657635,7.057741043,64.44277306
128.5604031,29.11605832,24.67759458
65.82657695,12.23850496,82.98238328
85.29336278,41.51268998,41.06267696
5.436264387,42.0818769,92.14671854
14.4773192,83.24090379,43.91804146
57.99675575,73.9593581,27.59377
28.05700824,36.1357799,88.24590459
19.75762235,89.0242852,38.65834288
143.1544835,10.38203455,45.8167528
134.4275956,10.89837043,51.68683987
65.56788483,33.16166356,74.05713205
112.1202192,60.93637918,14.2424232
47.46190816,86.17845523,31.11913053
45.79675744,55.49114817,64.15835284
97.43497825,38.69096875,52.79903599
74.84550855,22.69104817,84.68218105
99.91381856,68.78448635,21.39109865
105.5694385,68.45642049,19.1700814
131.3741023,18.51938409,57.46552576
96.92155642,68.33044851,27.99061106
81.63720428,56.43639681,49.42124992
113.9735171,14.19757911,76.06196522
113.1507595,19.23741937,72.89606046
78.89503686,15.95661068,99.81257024
104.8333565,75.46515972,21.1184781
78.47281378,48.69322474,67.28793859
114.8009944,33.83784967,60.47565846
118.4154437,32.67056077,60.8186055
143.6153981,21.56348449,58.73375939
97.53358937,52.68134247,54.36389163
67.79949893,85.0077963,40.42183941
68.15298797,89.45209923,36.44070883
106.392318,17.26086221,90.32971397
136.2851919,75.69866883,11.22494847
118.5481516,87.90722881,10.51637703
80.72505399,71.33149691,52.87047458
121.8674531,80.66477541,19.43586445
125.3934945,66.62615586,32.61689038
99.37855008,21.1181011,99.84727384
141.2513594,45.67571587,48.13187994
61.09729541,79.5835929,64.7402634
54.97072773,80.41509955,69.00088319
138.7769771,29.71234223,72.77095752
56.12422759,76.18293254,75.67551463
82.71834084,59.70765011,77.45409683
67.54990256,55.78459148,92.68320916
89.90226278,75.82036692,59.57343305
117.8353514,30.14824899,92.64228342
121.0225371,31.22811719,90.94528252
49.42120326,87.13633241,78.5302173
140.6274153,69.61686363,42.11937327
102.2778726,65.59882645,73.47712029
32.87112653,87.25181138,96.85413631
66.22324142,80.20698994,83.84150063
120.3515571,54.77370786,78.79794009
63.92701057,73.42091433,98.48608862
137.5021051,88.39601639,41.28545016
69.01266302,89.43723695,86.12358402
139.6806509,83.73297815,52.51668069
135.32994,66.15864318,77.04422027
104.4499064,82.00459806,84.65438087
102.5397302,81.30348372,93.8858077
145.7191009,81.32959023,75.78590026
149.1436507,85.77903037,97.6949882
7.059453943,6.593443447,16.61371928
13.34705594,22.36782368,24.87390475
33.36266718,7.622780109,35.78369213
45.51630835,20.2942808,19.30975659
69.01361047,11.87221217,20.24260695
30.74649028,47.11543305,11.37338372
49.11023561,21.52212416,30.17615175
68.03711612,7.111005728,37.73243984
15.37113927,10.63127528,69.54520374
41.5993925,52.72551953,12.51175378
28.33718461,5.900009276,71.81953481
81.13796351,11.63485405,36.31595433
100.4038882,10.64181925,28.37051792
115.9596412,8.63289652,22.01518531
31.1633293,50.23226535,33.42086008
83.75910449,13.99263686,40.75864839
8.108187673,61.5725875,38.42547832
95.74987051,6.067821257,45.05898333
29.79047174,17.18261083,74.77288984
7.580467608,10.54695147,95.80029468
9.277005955,61.96281669,43.49613289
46.93761509,26.39008777,60.40300786
32.08668233,16.21008441,80.96242132
35.58058222,77.0821665,16.97041888
138.9468153,21.89333272,11.90169827
32.66691767,65.90010739,33.8903319
90.82167811,6.142168471,62.03591304
27.93088898,13.86348059,92.60891062
28.56524866,22.57896689,85.03339866
58.13526514,22.06472274,70.19937061
110.8032546,17.95227596,41.32278911
18.98425563,42.85637755,75.00963422
68.5772163,16.71973857,73.40097899
79.06131847,8.319078324,77.50965617
24.93469121,38.75355099,80.03110318
7.174354194,43.56522516,86.31854055
103.8814929,46.94435713,26.10791759
140.9837052,25.42174181,25.62172949
130.1209296,15.40953891,44.1054636
12.30053213,69.40704465,60.80305002
126.5784954,45.08701646,19.29432946
81.19535157,26.10198833,68.49187808
18.12849403,88.65775848,39.77322988
9.597876872,40.17163108,97.18303053
25.34595681,53.43402922,78.03447379
103.6016056,68.20182549,14.19954599
91.60616018,19.05387847,74.86722981
33.40948751,32.41364389,96.6866218
123.1943483,46.04225639,30.78748058
44.15018993,60.98979073,64.68477679
66.30091159,35.98989998,79.17941196
55.13930824,87.63375686,30.72931616
122.0574421,40.72451868,40.83923373
75.54626009,51.17960994,61.24394505
109.6199906,8.921647588,83.56113925
19.69033416,86.40683348,58.36907118
92.02489399,21.11611968,83.91576689
102.1388814,6.320815583,93.64472738
149.9835844,48.98660122,22.4037474
35.52825911,48.32694647,93.64363794
74.8331108,75.02947494,44.04011802
95.35922232,89.32292748,15.24031684
34.12250811,78.347347,66.82767615
51.51281389,71.27452109,65.2084425
115.656015,39.61738269,60.22151642
121.6946216,37.13448281,60.68579232
114.3982854,69.94430934,31.59240821
110.5170888,54.16633393,52.26849149
132.8627637,63.62755466,29.71267905
81.33767832,35.79709171,91.7675326
45.72103734,77.07001565,71.91435845
109.8309054,88.75932894,19.70999737
33.08207882,82.92682106,76.54065838
126.6974245,54.55764424,50.94640057
136.7266972,62.40639289,37.23630503
102.1437574,57.58621302,66.3265121
104.032638,36.36672746,87.23943602
137.4088087,15.59788776,88.82819009
146.4981602,19.11683987,80.87928083
131.5969675,28.57221314,82.84978081
133.2767206,57.43458808,53.71526225
148.0701315,16.46227663,86.53783803
86.7466307,86.54660719,53.9072506
71.49872077,76.37024965,77.23132305
81.85088171,56.57440875,92.77394315
106.6749278,67.45185394,68.40506059
83.05725638,85.81495455,65.93082097
131.1765056,89.26821813,32.89291662
99.98596942,85.61912905,59.60106855
114.1895821,87.98321544,49.12755509
123.7767313,72.05262778,64.2507894
131.6149969,48.51358196,87.29911485
138.2620669,55.89796551,80.07063729
129.9457072,56.9068531,87.22674013
139.0308691,57.23814731,84.75176181
79.80775137,88.24384359,91.00243704
132.7562097,75.76661137,79.73369949
146.9975437,86.85671763,63.85473709
143.7285633,87.82863421,75.25766684
149.1792188,84.63188347,99.65182377
